order_value,customer_orders,customer_returns,discount_percent,delivery_distance_km,product_category,payment_method,days_since_last_order,returned
882.47,16,2,50,28.0,Home,UPI,71,0
954.75,7,1,59,1.9,Clothing,Debit Card,69,1
7030.45,14,0,15,2.4,Books,UPI,32,1
2817.01,9,2,38,8.5,Books,Credit Card,80,1
3006.81,15,3,34,15.5,Home,COD,40,1
3986.25,21,11,22,8.6,Clothing,Credit Card,62,0
869.0,35,6,7,9.5,Clothing,Credit Card,90,0
434.07,2,0,52,3.7,Clothing,UPI,27,0
1730.21,27,3,52,8.0,Clothing,UPI,39,0
3389.03,2,1,45,4.9,Books,Debit Card,33,1
1574.49,35,10,51,10.4,Electronics,UPI,66,1
693.01,18,1,2,6.9,Home,UPI,79,0
959.43,14,0,59,4.0,Footwear,UPI,71,0
791.97,20,6,23,23.6,Home,Credit Card,84,1
1177.73,18,4,42,13.5,Footwear,UPI,13,1
803.06,10,1,21,10.5,Footwear,Credit Card,29,0
2003.69,25,7,13,4.4,Books,Credit Card,68,0
1232.37,2,0,21,13.4,Electronics,UPI,83,0
2816.93,25,6,33,3.4,Electronics,UPI,10,1
912.75,33,4,35,4.2,Clothing,Debit Card,76,0
2161.9,36,14,30,8.0,Clothing,Credit Card,58,1
1761.08,31,8,20,9.1,Electronics,UPI,86,0
2385.63,14,2,58,5.6,Electronics,Credit Card,27,1
2632.53,1,0,57,1.9,Electronics,UPI,58,1
2837.14,46,14,4,6.4,Home,UPI,81,0
3234.18,16,5,18,21.8,Clothing,Credit Card,70,1
2642.83,46,16,41,1.2,Home,UPI,45,1
2227.21,3,1,52,12.0,Clothing,Credit Card,50,1
1133.76,35,1,20,7.0,Home,UPI,48,0
3279.73,41,19,1,2.5,Clothing,UPI,43,1
1110.07,6,1,52,19.8,Footwear,UPI,14,0
1473.89,25,4,2,4.7,Clothing,UPI,44,1
989.15,13,1,46,24.8,Electronics,COD,28,1
974.83,34,14,50,9.5,Books,UPI,61,1
1448.23,8,2,52,10.4,Home,COD,38,0
1535.91,21,13,56,6.7,Clothing,COD,71,1
1023.02,34,3,29,16.9,Books,Credit Card,75,0
1836.05,4,0,33,7.3,Clothing,Debit Card,33,1
2017.74,25,5,24,17.6,Clothing,COD,67,1
1234.7,15,4,34,10.5,Home,UPI,22,0
8979.93,4,1,28,6.6,Clothing,UPI,13,0
2282.19,45,7,11,1.5,Clothing,UPI,6,0
1964.09,12,2,22,20.9,Clothing,Credit Card,64,1
1126.46,32,6,27,9.2,Clothing,UPI,54,0
1991.19,32,3,45,5.0,Electronics,COD,43,1
2140.0,28,8,16,13.8,Electronics,Credit Card,55,0
1803.65,13,2,15,10.5,Books,COD,28,0
4880.76,31,14,48,10.5,Clothing,UPI,58,1
549.48,14,1,55,41.6,Electronics,Debit Card,15,0
1385.39,20,2,8,4.3,Home,Credit Card,24,0
2980.02,18,3,2,14.2,Clothing,UPI,90,0
965.2,29,4,21,20.6,Electronics,COD,62,1
612.37,6,2,30,6.9,Books,Credit Card,65,0
1257.37,32,5,13,4.1,Books,UPI,26,0
3754.67,29,3,2,6.8,Electronics,COD,61,1
981.35,43,10,37,10.4,Books,Credit Card,87,1
1408.81,2,0,22,18.5,Books,UPI,1,0
2428.52,23,5,20,4.5,Footwear,UPI,82,0
1205.31,19,6,50,6.8,Footwear,Credit Card,81,1
1328.8,31,14,23,14.1,Clothing,Credit Card,46,0
1145.46,5,0,31,15.9,Electronics,Credit Card,1,1
1215.07,19,6,44,17.0,Footwear,Debit Card,51,1
801.07,34,2,4,2.1,Home,UPI,36,0
1510.06,10,1,32,31.2,Footwear,UPI,69,0
3808.4,25,2,43,5.7,Electronics,Debit Card,69,1
5475.1,2,0,46,30.5,Clothing,Debit Card,66,0
4336.71,11,2,56,34.1,Footwear,UPI,75,0
1990.99,31,8,18,1.7,Footwear,UPI,30,1
5774.43,15,1,33,13.8,Electronics,COD,8,0
9063.42,9,4,2,6.3,Footwear,COD,2,1
2052.67,23,2,38,8.6,Home,Debit Card,25,0
903.8,19,0,27,15.9,Electronics,UPI,19,0
4529.45,9,0,10,3.3,Clothing,Credit Card,71,0
778.65,35,2,59,6.0,Clothing,UPI,14,1
972.09,21,7,9,13.4,Books,Debit Card,4,0
420.83,9,3,39,11.0,Clothing,Debit Card,46,0
3008.48,28,5,1,15.8,Footwear,Credit Card,33,0
357.52,46,10,45,5.8,Home,UPI,37,0
3622.78,7,2,44,3.1,Clothing,Debit Card,30,1
6416.38,16,4,38,33.4,Electronics,Debit Card,84,1
6059.87,16,3,26,4.3,Footwear,Credit Card,78,0
745.4,33,10,52,3.6,Footwear,Debit Card,27,1
490.49,4,0,8,4.6,Clothing,UPI,13,0
1153.16,4,0,38,9.7,Electronics,Debit Card,71,1
3345.71,39,8,0,10.3,Footwear,Credit Card,82,0
4199.21,40,6,32,2.2,Home,UPI,38,1
2878.86,17,2,37,3.9,Electronics,Debit Card,52,0
2616.53,37,9,56,17.2,Footwear,Credit Card,73,1
9439.93,39,5,32,6.5,Books,Credit Card,87,0
1293.84,29,4,47,10.7,Electronics,UPI,66,1
1048.82,36,9,2,4.1,Footwear,UPI,40,1
786.51,38,5,31,12.5,Footwear,COD,38,0
2448.12,39,1,12,3.9,Clothing,Credit Card,41,0
1594.5,37,8,20,2.8,Home,UPI,5,0
3221.12,35,4,3,1.1,Books,COD,64,0
1318.98,7,1,16,8.3,Home,UPI,56,0
2807.77,27,4,41,12.9,Clothing,Credit Card,87,1
1382.02,28,4,3,13.2,Home,UPI,49,0
1613.41,22,2,19,9.4,Clothing,COD,59,1
1724.01,14,4,58,17.0,Clothing,UPI,39,1
549.93,7,0,11,2.4,Electronics,Debit Card,80,0
1639.28,37,3,25,2.6,Books,Credit Card,55,0
2679.81,22,2,44,3.6,Clothing,UPI,75,0
905.35,5,1,35,6.1,Books,UPI,78,0
6884.9,2,0,15,8.0,Electronics,UPI,64,0
1814.24,27,5,50,18.1,Home,COD,3,0
1165.89,21,3,6,6.5,Electronics,Debit Card,8,1
1141.3,38,12,32,13.8,Electronics,COD,79,0
4719.03,15,5,47,12.0,Books,UPI,73,1
1014.99,21,7,1,18.0,Electronics,UPI,16,0
2227.57,10,1,32,11.4,Clothing,Credit Card,26,0
3354.73,23,2,13,18.9,Books,Credit Card,32,0
2664.98,39,8,19,1.1,Home,Debit Card,82,0
1219.41,5,0,36,6.6,Clothing,Debit Card,8,0
3253.4,1,0,26,1.6,Footwear,COD,60,0
2016.35,13,1,46,3.6,Footwear,UPI,74,0
542.42,21,2,41,3.4,Electronics,Debit Card,12,1
4256.86,26,9,20,18.8,Clothing,Credit Card,76,1
1176.72,45,8,1,7.0,Clothing,Credit Card,59,0
1598.91,21,1,42,31.1,Clothing,Credit Card,59,0
2245.37,18,8,15,6.5,Clothing,COD,74,0
1245.98,37,8,18,1.5,Clothing,Credit Card,34,1
3071.24,45,3,3,6.1,Clothing,UPI,30,0
834.9,32,3,9,11.5,Clothing,Credit Card,44,1
1209.47,36,12,53,10.0,Clothing,COD,38,1
4264.18,17,4,21,8.3,Electronics,Debit Card,25,1
1840.32,35,6,11,10.6,Home,UPI,24,0
862.84,49,6,1,15.8,Books,Debit Card,61,0
1910.48,11,4,1,0.6,Clothing,UPI,9,1
2395.05,21,1,40,9.1,Electronics,UPI,89,0
595.73,26,1,43,3.3,Home,Credit Card,84,0
5756.01,4,0,33,12.7,Books,Credit Card,48,0
6327.01,34,2,17,3.8,Electronics,UPI,81,0
1966.48,48,10,15,3.9,Electronics,Debit Card,52,0
1571.75,18,6,18,2.3,Electronics,Debit Card,70,0
1837.32,40,16,46,8.6,Footwear,Credit Card,64,1
3378.33,35,2,24,1.5,Books,UPI,36,0
2482.02,41,9,29,2.3,Home,UPI,20,0
2137.64,29,5,47,8.7,Footwear,UPI,90,0
4758.23,29,6,5,6.7,Home,UPI,50,0
3990.44,38,11,26,6.6,Clothing,COD,12,1
923.4,42,6,14,1.0,Footwear,Credit Card,7,0
3364.98,21,8,30,8.8,Clothing,UPI,40,0
4048.63,42,13,43,9.3,Clothing,UPI,86,1
2196.85,13,2,21,16.8,Clothing,COD,42,1
2749.91,49,12,11,11.9,Footwear,Credit Card,86,0
1457.96,41,2,9,3.2,Home,Credit Card,88,0
778.14,17,1,20,3.2,Footwear,Credit Card,67,0
6775.68,9,1,46,17.7,Electronics,UPI,50,1
707.95,41,7,54,15.8,Electronics,COD,41,1
5865.72,1,0,58,7.4,Clothing,UPI,24,0
1727.32,2,0,30,13.1,Clothing,Debit Card,90,0
4329.5,48,7,35,14.6,Clothing,UPI,69,0
1837.28,29,2,9,1.9,Electronics,Credit Card,13,0
3484.88,33,6,57,2.7,Home,COD,86,1
2475.5,10,1,18,5.7,Home,Debit Card,34,0
1131.65,40,9,22,17.9,Clothing,UPI,3,1
1986.01,21,5,45,25.0,Footwear,Credit Card,88,1
1635.9,28,7,9,9.3,Electronics,UPI,73,0
2835.82,11,2,48,3.0,Clothing,COD,3,1
1996.36,34,11,53,3.5,Books,Debit Card,86,1
2209.03,8,1,60,6.0,Footwear,UPI,24,1
881.73,22,3,58,5.9,Electronics,UPI,74,0
739.01,8,1,26,3.4,Home,UPI,35,0
1899.68,49,8,42,6.6,Footwear,Debit Card,20,1
2053.06,15,1,49,1.2,Clothing,Credit Card,44,1
866.02,17,11,1,6.9,Footwear,UPI,76,0
2697.52,23,3,10,4.1,Electronics,COD,48,0
2780.9,24,1,7,4.0,Footwear,UPI,43,0
2016.85,45,5,18,11.2,Footwear,UPI,76,0
1828.07,19,2,56,11.6,Books,UPI,81,1
744.53,5,1,15,5.6,Electronics,UPI,68,1
735.84,32,4,3,2.7,Clothing,Credit Card,72,0
2383.43,44,5,13,8.7,Books,Credit Card,71,0
1012.71,1,0,21,5.5,Clothing,UPI,55,0
1063.76,23,2,16,13.6,Home,UPI,82,0
2197.67,37,8,42,11.0,Electronics,UPI,26,0
7527.79,8,2,57,12.3,Electronics,UPI,31,0
1368.94,13,3,25,0.7,Clothing,UPI,54,0
7596.74,8,1,34,22.5,Home,UPI,56,0
1714.06,23,3,35,9.0,Electronics,UPI,56,0
2683.02,43,15,52,1.0,Clothing,Debit Card,53,0
3539.71,1,0,44,6.2,Electronics,UPI,72,1
3724.78,45,8,48,7.6,Clothing,Debit Card,61,0
2292.38,24,5,29,18.8,Footwear,UPI,34,1
1539.51,35,8,51,11.7,Clothing,Debit Card,46,1
3228.09,24,9,20,9.9,Clothing,Debit Card,80,0
2432.82,17,1,19,7.8,Clothing,Credit Card,84,0
1332.61,5,1,41,6.7,Home,UPI,74,0
4848.19,20,4,25,1.8,Electronics,UPI,50,1
2490.35,21,8,54,9.2,Clothing,Debit Card,69,1
1070.16,40,9,55,3.4,Clothing,Credit Card,11,1
986.03,31,6,11,4.4,Clothing,UPI,86,1
7124.12,46,12,7,12.1,Home,COD,75,0
1280.71,36,5,34,4.2,Books,Credit Card,18,0
3062.73,11,2,28,1.1,Clothing,Debit Card,82,0
2353.83,15,2,52,6.4,Footwear,UPI,31,1
2990.71,19,7,41,0.9,Footwear,UPI,84,1
6893.05,7,1,55,8.2,Home,Credit Card,62,0
3634.12,28,7,6,12.9,Books,Credit Card,23,1
3245.55,43,15,56,6.8,Clothing,UPI,53,1
1575.28,5,1,60,1.5,Books,Credit Card,62,1
1135.47,5,1,9,14.1,Books,Debit Card,74,0
9834.25,30,1,38,19.7,Footwear,UPI,17,0
1755.86,32,9,49,6.2,Footwear,Debit Card,41,0
1677.93,8,3,19,4.4,Footwear,UPI,8,0
2213.11,10,2,27,1.8,Clothing,Credit Card,31,0
2067.34,38,7,13,8.5,Footwear,UPI,49,0
5513.44,47,9,11,17.4,Footwear,Debit Card,57,0
2637.86,32,3,7,1.8,Electronics,UPI,48,0
722.74,48,5,56,0.8,Books,Debit Card,53,1
1139.4,28,9,6,6.4,Books,Credit Card,62,0
1821.65,17,3,4,1.9,Electronics,Credit Card,90,1
3706.89,31,6,0,7.6,Home,COD,50,1
623.72,8,0,46,9.5,Clothing,UPI,55,1
2554.77,40,5,8,9.9,Footwear,Credit Card,9,0
3016.7,25,1,43,11.9,Clothing,UPI,32,0
3353.15,9,1,53,22.4,Footwear,COD,87,1
1709.47,2,0,17,14.0,Clothing,Debit Card,57,0
3768.63,15,3,42,14.8,Books,Debit Card,5,1
1021.97,3,0,41,2.3,Footwear,UPI,65,0
3504.65,49,16,9,8.1,Clothing,UPI,50,0
1731.68,36,3,49,18.2,Footwear,UPI,63,1
1863.14,4,0,57,4.8,Books,Credit Card,58,0
1848.7,14,4,0,13.6,Electronics,UPI,57,0
2850.03,41,9,59,26.3,Clothing,UPI,9,0
834.34,41,24,19,3.3,Books,Credit Card,26,1
3360.02,25,3,57,1.8,Home,Debit Card,63,0
3326.26,10,1,42,10.1,Books,UPI,66,0
1464.05,21,1,28,7.2,Electronics,COD,34,0
1811.17,36,6,1,21.1,Books,UPI,81,0
990.68,12,2,25,2.8,Home,UPI,6,0
802.5,27,1,10,17.6,Home,Debit Card,62,0
2075.98,40,8,24,6.9,Footwear,Credit Card,85,0
2085.39,2,0,33,4.2,Electronics,COD,75,0
1428.04,13,2,58,8.2,Footwear,Credit Card,41,0
753.82,32,6,40,5.7,Clothing,COD,54,0
2489.76,31,6,0,7.8,Footwear,UPI,36,0
1404.01,16,1,54,17.0,Home,Credit Card,84,1
1070.05,32,4,30,27.9,Footwear,COD,84,0
4416.72,32,6,37,7.3,Clothing,UPI,2,0
913.6,34,9,21,10.7,Footwear,UPI,27,1
2679.38,11,2,1,15.4,Electronics,UPI,18,0
632.91,10,2,46,10.5,Electronics,COD,77,1
661.59,15,1,0,4.5,Clothing,Credit Card,82,1
2534.81,17,7,57,9.5,Home,Credit Card,11,1
1428.96,40,19,55,7.2,Home,Debit Card,78,1
797.76,18,1,23,1.0,Footwear,Debit Card,44,0
3515.56,9,1,49,0.2,Books,Credit Card,4,1
2344.72,25,13,35,9.5,Electronics,COD,77,1
407.68,40,6,60,3.7,Books,Credit Card,83,1
3538.93,14,4,44,15.6,Books,Debit Card,43,0
858.58,25,6,35,4.3,Footwear,UPI,39,0
547.01,22,4,46,5.0,Electronics,UPI,59,1
1018.01,30,12,33,13.1,Clothing,COD,25,1
1755.9,20,4,58,6.0,Electronics,UPI,79,1
1908.67,21,3,8,3.6,Footwear,UPI,84,0
575.7,44,8,11,11.4,Electronics,Debit Card,81,0
672.38,32,5,45,35.0,Clothing,Credit Card,55,0
1061.42,46,14,19,4.2,Clothing,UPI,65,1
1109.97,49,3,3,14.2,Electronics,Debit Card,83,0
3081.77,21,2,14,12.5,Clothing,Credit Card,25,0
1353.81,35,5,3,30.6,Electronics,COD,37,1
3040.69,32,8,4,18.1,Home,Credit Card,75,0
3893.55,30,4,9,7.7,Clothing,Credit Card,80,0
2667.69,39,11,43,11.2,Footwear,UPI,82,0
300.0,49,8,43,1.4,Footwear,UPI,54,0
1461.46,12,6,39,21.1,Electronics,UPI,73,1
1609.35,41,9,35,2.3,Clothing,UPI,28,1
1740.46,47,19,34,11.1,Footwear,COD,52,0
420.93,18,5,58,11.0,Books,COD,64,1
1059.06,21,2,0,12.5,Clothing,Credit Card,38,0
696.75,13,1,17,3.5,Footwear,UPI,44,1
945.21,21,3,51,7.7,Home,UPI,87,1
1508.57,8,2,56,13.4,Home,UPI,62,1
1075.9,46,6,30,12.6,Books,COD,86,0
995.15,40,2,45,29.2,Clothing,Credit Card,68,1
1574.07,46,20,48,20.1,Electronics,Debit Card,88,1
1281.07,7,0,5,7.1,Home,Credit Card,38,0
2079.29,23,4,5,6.9,Electronics,Credit Card,50,0
1347.63,44,7,41,4.1,Clothing,Credit Card,61,0
603.46,32,1,18,12.7,Footwear,UPI,28,0
878.52,11,3,31,1.5,Footwear,Credit Card,70,0
1437.07,22,3,41,1.7,Home,COD,31,0
1321.36,22,1,56,11.8,Electronics,Credit Card,57,0
672.2,43,23,29,16.7,Books,Credit Card,10,1
2903.31,25,9,25,4.6,Electronics,Credit Card,12,0
2249.71,22,4,2,13.6,Electronics,UPI,7,0
1187.31,28,13,32,22.6,Footwear,Credit Card,88,1
1612.3,29,2,49,15.9,Books,UPI,28,0
853.79,13,2,30,10.6,Footwear,COD,75,0
3285.08,18,3,46,11.6,Footwear,UPI,20,0
7694.42,2,1,19,13.1,Footwear,Credit Card,65,0
1151.46,29,6,3,9.0,Electronics,UPI,27,0
4258.84,21,3,31,5.8,Footwear,UPI,16,0
989.74,15,1,17,9.3,Clothing,Debit Card,36,0
1245.92,27,5,9,5.5,Books,COD,70,0
4932.41,31,2,21,16.1,Electronics,Debit Card,10,0
1662.56,15,1,53,9.0,Clothing,UPI,44,0
2924.53,23,5,50,4.1,Footwear,Credit Card,19,1
1497.24,24,3,16,7.0,Clothing,UPI,74,1
511.88,44,5,41,4.4,Clothing,Credit Card,90,0
9285.3,13,5,56,23.2,Clothing,UPI,65,1
1553.49,22,4,3,15.6,Electronics,Debit Card,74,0
2016.83,43,3,56,6.2,Home,UPI,62,0
1082.72,37,5,36,5.3,Clothing,UPI,33,1
3121.57,33,16,6,6.1,Footwear,COD,90,1
2964.94,3,1,50,2.4,Footwear,COD,37,1
607.85,19,11,50,9.4,Footwear,UPI,13,0
2038.09,23,5,7,2.8,Home,UPI,88,0
3340.82,29,7,0,8.2,Footwear,Debit Card,37,0
4189.37,30,4,55,15.4,Clothing,Credit Card,19,1
2842.71,39,10,7,22.0,Footwear,COD,66,0
3023.09,44,4,18,5.5,Clothing,UPI,30,1
1238.84,47,2,16,5.2,Footwear,UPI,86,0
764.84,25,7,40,2.1,Clothing,UPI,32,1
1454.46,37,14,51,13.0,Electronics,Credit Card,33,0
752.77,47,4,54,8.3,Home,Debit Card,40,0
1077.8,8,1,47,4.5,Clothing,Debit Card,15,1
1066.58,42,9,8,5.0,Books,COD,70,1
935.9,16,7,50,17.6,Clothing,UPI,80,1
2624.38,8,0,15,0.7,Books,Debit Card,85,0
889.88,1,0,52,19.9,Clothing,Debit Card,38,1
6534.86,44,12,57,4.0,Electronics,Debit Card,8,1
3613.4,5,1,58,14.3,Electronics,Credit Card,76,0
4157.4,3,0,44,3.0,Electronics,Credit Card,39,0
1116.09,1,0,50,11.0,Electronics,Credit Card,60,1
2080.18,4,1,36,7.1,Clothing,Credit Card,60,1
871.29,40,4,26,19.6,Clothing,UPI,56,1
2105.16,35,2,1,6.9,Electronics,Debit Card,18,1
524.58,32,4,35,21.0,Clothing,Debit Card,48,1
3803.24,42,8,11,6.0,Clothing,UPI,21,0
1151.22,34,6,49,13.7,Footwear,Credit Card,56,0
2234.99,43,13,34,15.8,Electronics,Credit Card,12,1
2545.12,25,2,30,6.7,Books,Debit Card,6,1
1226.87,10,2,52,8.5,Footwear,Debit Card,31,1
1034.03,21,10,56,2.3,Footwear,Credit Card,71,1
1662.13,46,2,18,10.3,Electronics,Debit Card,61,0
3171.87,39,7,25,14.3,Footwear,UPI,68,0
1631.26,27,5,53,22.5,Clothing,UPI,57,0
2757.47,27,4,35,15.2,Books,UPI,61,0
3152.23,2,0,3,9.5,Books,UPI,17,0
1580.16,41,6,47,6.5,Footwear,Debit Card,29,0
1670.91,48,20,42,7.9,Home,COD,67,0
1992.54,13,4,60,6.9,Footwear,UPI,59,0
4022.6,9,4,30,16.5,Electronics,COD,88,1
1421.83,36,12,57,19.9,Home,Credit Card,3,1
4009.51,22,4,57,6.8,Electronics,UPI,27,0
2161.57,42,14,12,12.1,Footwear,UPI,1,1
1079.63,26,4,52,7.5,Electronics,Debit Card,79,0
1755.67,12,0,42,1.7,Clothing,Debit Card,78,0
825.14,17,4,38,2.8,Footwear,UPI,4,0
704.72,14,6,58,4.2,Clothing,UPI,4,1
2765.0,14,4,45,7.5,Footwear,COD,89,0
3160.35,34,11,3,9.8,Footwear,UPI,75,0
1766.73,20,4,39,22.7,Books,Debit Card,33,1
1869.41,11,4,43,8.7,Clothing,UPI,11,1
1207.45,16,4,12,9.0,Home,Credit Card,76,0
2036.35,31,14,56,14.3,Home,Credit Card,79,1
7237.53,6,1,40,3.0,Clothing,Credit Card,57,1
3665.75,19,7,8,9.9,Home,UPI,26,0
1714.3,37,13,1,13.4,Clothing,UPI,88,0
1612.87,4,1,34,6.1,Electronics,Debit Card,26,0
1389.26,47,23,52,8.1,Electronics,UPI,54,1
673.34,4,1,11,6.7,Home,Credit Card,27,0
1289.44,20,1,16,6.1,Electronics,Debit Card,54,0
2898.54,10,1,3,9.4,Electronics,Debit Card,2,0
941.61,24,2,58,16.6,Clothing,UPI,87,0
1486.17,35,13,13,11.7,Clothing,Debit Card,9,1
826.56,26,7,20,19.1,Footwear,Credit Card,72,1
3133.2,37,9,40,6.0,Electronics,UPI,64,1
741.55,38,6,7,12.3,Electronics,UPI,65,0
2737.7,21,7,32,10.3,Clothing,UPI,21,1
3714.68,40,6,44,16.4,Footwear,Credit Card,26,0
1441.78,39,5,27,12.8,Home,Debit Card,15,0
1117.84,21,3,2,18.5,Footwear,COD,43,1
2521.43,10,1,13,5.0,Books,Debit Card,89,0
5550.8,38,8,18,23.1,Clothing,Credit Card,39,0
4624.73,46,9,58,6.0,Footwear,COD,16,1
1717.06,4,1,5,5.5,Footwear,Credit Card,35,1
974.35,45,4,35,12.0,Home,Credit Card,23,0
1536.92,20,4,19,1.1,Books,COD,12,1
553.94,17,2,0,8.1,Clothing,UPI,56,1
1225.38,7,2,59,4.6,Clothing,UPI,52,1
2478.43,4,2,9,3.5,Books,Debit Card,19,1
1397.73,29,4,12,4.5,Electronics,COD,62,0
1187.6,14,2,11,5.9,Electronics,UPI,8,0
1739.16,3,0,10,4.5,Clothing,Debit Card,87,0
1497.35,24,3,35,3.3,Clothing,Credit Card,11,1
3068.2,37,8,16,6.0,Clothing,Debit Card,43,0
714.28,16,2,46,2.6,Books,UPI,69,0
2613.71,4,1,52,12.2,Clothing,COD,37,1
1750.58,24,4,28,5.5,Home,COD,25,0
2450.37,34,7,2,3.5,Clothing,Credit Card,88,0
683.77,30,2,28,13.6,Clothing,COD,24,1
3354.75,18,5,9,12.3,Clothing,COD,34,1
2644.21,19,1,52,4.1,Footwear,Credit Card,82,0
5832.76,31,7,45,27.3,Clothing,COD,12,1
1009.37,19,3,18,24.8,Home,COD,42,1
1200.53,49,15,52,14.1,Footwear,UPI,79,0
518.57,46,9,3,18.6,Clothing,UPI,12,0
1015.85,19,4,56,3.3,Electronics,UPI,29,0
4934.53,22,3,45,11.4,Electronics,Credit Card,20,0
2222.85,24,7,37,7.7,Footwear,UPI,79,0
1087.41,45,8,11,11.6,Home,UPI,3,0
1984.58,12,1,30,13.0,Footwear,COD,80,0
1731.8,30,6,57,13.1,Clothing,Debit Card,61,1
475.14,38,9,1,4.4,Books,COD,83,1
539.31,31,3,48,35.7,Electronics,COD,71,1
3923.51,36,4,0,8.7,Clothing,UPI,22,0
3027.91,19,4,16,3.0,Footwear,Debit Card,79,0
639.59,48,3,24,15.5,Clothing,UPI,73,0
1654.4,45,4,4,4.7,Books,Credit Card,17,0
1095.54,36,4,47,8.6,Clothing,UPI,2,0
3874.56,30,3,13,6.6,Electronics,UPI,7,0
2473.27,49,12,51,11.7,Electronics,UPI,14,0
834.45,33,7,9,18.4,Footwear,Credit Card,4,1
1966.81,18,2,20,10.0,Footwear,COD,45,1
1756.75,49,21,24,5.8,Books,UPI,63,1
1760.12,28,7,34,25.4,Footwear,Credit Card,10,1
1265.11,47,6,2,20.7,Footwear,Debit Card,45,0
1839.74,11,2,59,36.2,Clothing,Credit Card,86,1
996.71,45,3,17,5.4,Electronics,COD,88,0
787.24,33,8,55,3.3,Footwear,UPI,44,0
755.53,17,4,54,2.0,Books,UPI,55,0
867.51,6,1,49,6.7,Footwear,UPI,18,1
2429.88,4,1,35,10.6,Clothing,Credit Card,11,0
2476.57,20,6,38,4.4,Footwear,UPI,54,1
5025.94,48,17,32,3.2,Clothing,UPI,1,0
1540.82,47,16,47,11.8,Electronics,Debit Card,53,0
2954.21,27,1,16,18.0,Home,UPI,80,0
1868.6,15,1,39,0.9,Footwear,Credit Card,78,0
2229.92,6,1,5,0.9,Clothing,COD,33,1
3183.88,47,11,33,8.5,Footwear,Credit Card,7,0
2717.41,14,4,25,13.2,Clothing,Credit Card,83,0
1950.63,11,2,41,3.7,Clothing,UPI,25,1
1176.73,39,5,30,2.2,Footwear,Credit Card,69,1
2193.07,9,2,48,16.9,Clothing,Debit Card,49,0
4698.56,26,4,50,8.4,Home,Debit Card,74,0
2044.14,16,2,27,4.0,Footwear,Credit Card,4,0
1370.95,5,0,35,26.5,Books,Debit Card,24,0
3213.06,10,1,12,13.8,Home,UPI,46,1
685.68,3,1,20,7.7,Clothing,UPI,70,0
1405.34,13,2,58,16.0,Electronics,Debit Card,12,1
910.01,43,7,25,1.9,Home,UPI,62,0
1660.64,49,20,50,6.0,Clothing,COD,84,1
4326.59,30,7,30,5.0,Footwear,Credit Card,90,0
2831.65,45,4,15,6.7,Electronics,Credit Card,76,1
489.03,6,0,30,20.8,Footwear,Debit Card,62,0
1172.51,17,4,12,23.6,Clothing,Debit Card,62,1
633.12,45,4,29,9.9,Clothing,Debit Card,76,0
3792.58,19,1,31,5.2,Books,Debit Card,58,0
1202.64,42,7,4,2.9,Clothing,Credit Card,38,0
1906.69,35,5,11,21.7,Footwear,COD,68,0
1972.05,46,15,38,12.2,Footwear,COD,17,1
2088.29,26,5,58,4.5,Electronics,UPI,10,1
300.0,5,1,40,4.9,Home,Debit Card,83,0
2328.06,29,1,36,9.6,Clothing,COD,43,0
1231.61,37,15,3,1.8,Home,Credit Card,33,1
3268.42,20,6,41,7.2,Footwear,Credit Card,37,1
2083.77,49,26,47,4.3,Clothing,Debit Card,28,1
2813.51,21,7,42,16.3,Clothing,UPI,46,1
1086.03,10,2,28,9.3,Home,UPI,2,0
820.37,5,1,40,5.4,Footwear,Debit Card,46,1
3371.94,36,11,55,3.9,Footwear,Credit Card,38,1
2682.17,6,2,4,25.6,Electronics,UPI,38,0
2112.34,26,1,56,22.5,Home,Credit Card,21,1
2110.21,4,1,10,0.3,Clothing,UPI,23,1
2427.07,39,2,29,23.7,Footwear,COD,33,1
731.74,39,7,8,3.5,Electronics,Credit Card,90,0
3838.73,35,11,48,10.8,Clothing,Credit Card,43,1
1623.21,1,0,27,9.7,Footwear,UPI,68,0
1655.94,24,1,21,3.0,Clothing,Debit Card,70,0
1349.27,36,7,10,14.6,Books,COD,64,1
320.96,6,0,20,4.0,Footwear,Debit Card,84,0
2704.41,41,4,5,9.6,Books,Credit Card,64,0
898.86,46,9,25,30.8,Clothing,Debit Card,37,0
1950.11,44,8,15,6.9,Electronics,UPI,79,0
1018.26,31,3,50,8.0,Footwear,UPI,23,1
1421.59,20,5,13,7.7,Clothing,Credit Card,73,0
1367.3,24,5,34,4.6,Clothing,UPI,34,0
1001.91,25,2,41,1.3,Footwear,UPI,34,0
1543.6,36,9,52,6.9,Home,Credit Card,27,0
1291.25,21,4,54,2.2,Electronics,Credit Card,80,1
872.77,30,9,35,13.3,Home,COD,4,1
4109.31,24,8,21,7.0,Clothing,UPI,81,1
1031.73,44,8,52,22.6,Footwear,COD,76,1
2679.68,42,12,1,5.9,Clothing,UPI,69,0
2886.4,30,6,12,8.1,Clothing,Credit Card,63,0
3452.15,22,3,10,8.4,Home,UPI,78,0
1234.18,28,8,11,17.4,Home,Credit Card,14,0
1573.22,7,2,32,7.9,Clothing,COD,66,1
1607.62,35,6,21,6.2,Footwear,Debit Card,28,0
2615.08,28,9,52,5.3,Clothing,UPI,21,0
1525.9,14,3,8,4.8,Home,Credit Card,79,0
2492.24,10,1,43,2.5,Footwear,Credit Card,87,1
1511.63,16,3,6,5.8,Home,UPI,10,1
